"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"9231","PL005254377274","PL005254377274",1,12,"2015--07","2015--02",85,476.170944239636,39.555104
"9232","PL005254378073","PL005254378073",1,12,"2015--07","2015--02",85,515.027239107787,29.192352
"9233","PL005305363584","PL005305363584",1,12,"2015--07","2015--02",85,469.421132556813,44.428475
"9234","PL005254377625","PL005254377625",1,12,"2015--08","2015--02",85,356.86628132705,32.53767
"9235","PL005254377816","PL005254377816",1,12,"2015--08","2015--02",85,473.385020194567,38.89352
"9236","PL005254376277","PL005254376277",1,12,"2015--09","2015--03",85,485.160730966417,34.052326
"9237","PL005254376864","PL005254376864",1,12,"2015--09","2015--03",85,338.272412247786,32.11008
"9238","PL005305363850","PL005305363850",1,12,"2015--09","2015--03",85,473.850212138148,39.608184
"9239","PL005254377113","PL005254377113",1,12,"2015--10","2015--03",85,557.687309490084,38.122248
"9240","PL005254377717","PL005254377717",1,12,"2015--10","2015--03",85,382.443399906938,41.863485
"9245","PL005254376475","PL005254376475",1,12,"2015--15","2015--04",85,567.400048909518,41.44524
"9246","PL005254374440","PL005254374440",1,12,"2015--16","2015--04",85,443.144201534245,30.910915
"9247","PL005254376338","PL005254376338",1,12,"2015--17","2015--04",85,459.963749839242,29.068
"9248","PL005254377960","PL005254377960",1,12,"2015--17","2015--05",85,414.140121827483,38.323209
"9249","PL005305365380","PL005305365380",1,12,"2015--17","2015--05",85,438.265250952357,34.02344
"9250","PL005305365069","PL005305365069",1,12,"2015--19","2015--05",85,259.300608525095,12.617226
"9251","PL005305365311","PL005305365311",1,12,"2015--19","2015--05",85,344.387936427411,32.513988
"9252","PL005254374471","PL005254374471",1,12,"2015--20","2015--05",85,483.270524730863,29.82269
"9253","PL005254375201","PL005254375201",1,12,"2015--20","2015--05",85,365.546551718444,30.252068
"9254","PL005254375324","PL005254375324",1,12,"2015--20","2015--05",85,373.689316893902,34.948242
"9255","PL005254377694","PL005254377694",1,12,"2015--20","2015--05",85,440.55966386141,31.16576
"9256","PL005305365403","PL005305365403",1,12,"2015--20","2015--05",85,324.276345234655,33.760255
"9257","PL005254378813","PL005254378813",1,12,"2015--21","2015--05",85,462.898688880346,31.73905
"9260","PL005254374549","PL005254374549",1,12,"2015--25","2015--06",85,539.744612416474,40.12519
"9262","PL005254374464","PL005254374464",1,12,"2015--26","2015--07",85,397.061700398464,41.790969
"9263","PL005254375355","PL005254375355",1,12,"2015--26","2015--07",85,478.545787131185,29.971328
"9264","PL005254375911","PL005254375911",1,12,"2015--27","2015--07",85,571.520826840983,29.282516
"9265","PL005254377427","PL005254377427",1,12,"2015--27","2015--07",85,343.218354248699,37.470992
"9267","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",85,330.957186155917,30.61079
"9268","PL005254376468","PL005254376468",1,12,"2015--28","2015--07",85,269.93256414155,31.2151
"9271","PL005237873571","PL005237873571",1,12,"2015--29","2015--07",85,352.027103770927,39.128355
"9272","PL005254375461","PL005254375461",1,12,"2015--29","2015--07",85,431.89404578291,34.6885
"9273","PL005254375744","PL005254375744",1,12,"2015--29","2015--07",85,177.799051204245,16.92411
"9274","PL005254375775","PL005254375775",1,12,"2015--29","2015--07",85,489.202211461504,41.665995
"9275","PL005254376017","PL005254376017",1,12,"2015--29","2015--07",85,403.530160743936,40.264808
"9276","PL005254376628","PL005254376628",1,12,"2015--29","2015--07",85,220.407987485386,36.451904
"9277","PL005254377991","PL005254377991",1,12,"2015--29","2015--07",85,407.346375582902,34.268755
"9278","PL005254375881","PL005254375881",1,12,"2015--30","2015--07",85,368.752173853275,28.994004
"9279","PL005237873403","PL005237873403",1,12,"2015--34","2015--08",85,300.351273240472,22.635459
"9280","PL005254374259","PL005254374259",1,12,"2015--35","2015--09",85,305.083205384331,34.135083
"9281","PL005254374433","PL005254374433",1,12,"2015--35","2015--09",85,583.82848344645,44.216458
"9282","PL005254374662","PL005254374662",1,12,"2015--35","2015--09",85,396.549608428528,36.949495
"9283","PL005305364376","PL005305364376",1,12,"2015--35","2015--09",85,497.486451194738,35.71386
"9284","PL005237873120","PL005237873120",1,12,"2015--36","2015--09",85,394.984845003063,34.41305
"9285","PL005237873137","PL005237873137",1,12,"2015--36","2015--09",85,378.85341843176,37.693508
"9286","PL005254374600","PL005254374600",1,12,"2015--36","2015--09",85,383.591524305141,33.721732
"9287","PL005254374815","PL005254374815",1,12,"2015--37","2015--09",85,343.701596526732,29.000649
"9288","PL005254374853","PL005254374853",1,12,"2015--38","2015--09",85,280.820357296608,31.17546
"9289","PL005254375034","PL005254375034",1,12,"2015--38","2015--09",85,364.154278437846,27.98796
"9308","PL005420728411","PL005420728411",1,12,"2015--50","2015--12",85,402.378158826906,25.728384
"9309","PL005254375065","PL005254375065",1,12,"2015--51","2015--12",85,500.986554041345,39.99602
"9310","PL005254375768","PL005254375768",1,12,"2015--51","2015--12",85,469.139274643081,33.431617
"9311","PL005420728596","PL005420728596",1,12,"2015--52","2015--12",85,501.357847166873,35.673386
"9314","PL005420728923","PL005420728923",1,12,"2016--04","2016--01",85,419.797740030586,31.706955
"9315","PL005420728114","PL005420728114",1,12,"2016--05","2016--02",85,349.589130212746,31.106673
"9316","PL005227672863","PL005227672863",1,12,"2016--22","2016--06",85,404.932762963005,33.566733
"9317","PL005227672528","PL005227672528",1,12,"2016--23","2016--06",85,380.956129617649,31.982992
"9320","PL005227672382","PL005227672382",1,12,"2016--26","2016--06",85,451.048758886095,32.7348
"9321","PL005227673297","PL005227673297",1,12,"2016--27","2016--07",85,287.69680700803,25.59801
"9322","PL005227673440","PL005227673440",1,12,"2016--32","2016--08",85,410.202942580018,29.40536
"9323","PL005227673556","PL005227673556",1,12,"2016--32","2016--08",85,299.498198442295,26.442568
"9324","PL005227673426","PL005227673426",1,12,"2016--33","2016--08",85,321.67354520096,30.30695
"9325","PL005227674430","PL005227674430",1,12,"2016--33","2016--08",85,211.447219042363,14.287185
"9326","PL005227672689","PL005227672689",1,12,"2016--34","2016--08",85,381.943776664091,25.881297
"9331","PL005227672634","PL005227672634",1,12,"2016--35","2016--09",85,381.553544144325,36.766724
"9332","PL005227673174","PL005227673174",1,12,"2016--35","2016--09",85,452.914166502744,29.501218
"9333","PL005227674546","PL005227674546",1,12,"2016--35","2016--09",85,269.000424359885,28.070357
"9335","PL005420729432","PL005420729432",1,12,"2016--36","2016--09",85,399.082811974506,32.6403
"9339","PL005254380076","PL005254380076",1,12,"2014--48","2014--12",86,366.548228456755,35.469903
"9340","PL005254376901","PL005254376901",1,12,"2014--49","2014--12",86,371.574802097063,25.930402
"9341","PL005305364765","PL005305364765",1,12,"2014--49","2014--12",86,329.539852819727,31.502192
"9342","PL005306320586","PL005306320586",1,12,"2014--49","2014--12",86,464.532316427324,40.722206
"9346","PL005254378271","PL005254378271",1,12,"2014--50","2014--12",86,420.248574621387,32.156511
"9347","PL005254378639","PL005254378639",1,12,"2014--50","2014--12",86,331.992009532446,30.209046
"9348","PL005305363591","PL005305363591",1,12,"2014--50","2014--12",86,416.227064580269,32.836199
"9349","PL005305363751","PL005305363751",1,12,"2014--50","2014--12",86,414.779820381631,36.25545
"9350","PL005305364444","PL005305364444",1,12,"2014--50","2014--12",86,327.299934873459,31.546344
"9351","PL005305364802","PL005305364802",1,12,"2014--50","2014--12",86,506.725426348656,36.3419
"9355","PL005254377069","PL005254377069",1,12,"2014--51","2014--12",86,362.957632066514,27.65796
"9356","PL005254378516","PL005254378516",1,12,"2014--51","2014--12",86,410.976317768917,25.806417
"9357","PL005254379896","PL005254379896",1,12,"2014--51","2014--12",86,420.777718591931,37.05293
"9358","PL005305363805","PL005305363805",1,12,"2014--51","2014--12",86,413.390027430649,40.092432
"9359","PL005305363898","PL005305363898",1,12,"2014--51","2014--12",86,488.177234567841,33.229414
"9360","PL005306320203","PL005306320203",1,12,"2014--51","2014--12",86,446.716875292948,34.384167
"9361","PL005306321811","PL005306321811",1,12,"2014--51","2014--12",86,382.986112206253,36.0032
"9362","PL005254377335","PL005254377335",1,12,"2014--52","2014--12",86,405.463372778076,41.93193
"9363","PL005305364833","PL005305364833",1,12,"2014--52","2014--12",86,355.600042256537,29.350355
"9364","PL005306321842","PL005306321842",1,12,"2014--52","2014--12",86,426.579544478227,37.98657
"9365","PL005254376826","PL005254376826",1,12,"2015--00","2015--01",86,473.856534722759,33.985953
"9366","PL005254377175","PL005254377175",1,12,"2015--00","2015--01",86,406.44698157325,33.225809
"9368","PL005254377250","PL005254377250",1,12,"2015--02","2015--01",86,434.179145536701,35.695338
"9369","PL005254377540","PL005254377540",1,12,"2015--02","2015--01",86,357.258618693463,28.402682
"9370","PL005236317410","PL005236317410",1,12,"2015--03","2015--01",86,494.634807904743,38.465331
"9372","PL005254377687","PL005254377687",1,12,"2015--04","2015--02",86,260.503029737838,34.896279
"9373","PL005305365090","PL005305365090",1,12,"2015--04","2015--02",86,390.555615334722,36.463363
"9374","PL005254377779","PL005254377779",1,12,"2015--05","2015--02",86,337.500658402057,31.304238
"9375","PL005254380175","PL005254380175",1,12,"2015--05","2015--02",86,421.676847657203,36.90369
"9376","PL005254376987","PL005254376987",1,12,"2015--06","2015--02",86,507.203665695918,35.344164
"9377","PL005254377229","PL005254377229",1,12,"2015--06","2015--02",86,315.891630918354,35.437622
"9378","PL005254377274","PL005254377274",1,12,"2015--07","2015--02",86,428.94376305499,36.626301
"9379","PL005254377878","PL005254377878",1,12,"2015--07","2015--02",86,437.421023425281,31.472936
"9380","PL005254378073","PL005254378073",1,12,"2015--07","2015--02",86,397.120674248527,28.155924
"9381","PL005305363584","PL005305363584",1,12,"2015--07","2015--02",86,611.613178823702,43.632446
"9382","PL005305364789","PL005305364789",1,12,"2015--07","2015--02",86,438.844216567444,36.314944
"9383","PL005254377625","PL005254377625",1,12,"2015--08","2015--02",86,361.94317666306,31.546764
"9384","PL005254377816","PL005254377816",1,12,"2015--08","2015--02",86,459.302785781182,40.702095
"9385","PL005254376277","PL005254376277",1,12,"2015--09","2015--03",86,409.220833204928,34.969951
"9386","PL005254377113","PL005254377113",1,12,"2015--11","2015--03",86,487.781882876921,38.521804
"9388","PL005254374440","PL005254374440",1,12,"2015--16","2015--04",86,408.354293736695,30.344892
"9389","PL005305365397","PL005305365397",1,12,"2015--16","2015--04",86,430.132754989113,31.742389
"9390","PL005254378776","PL005254378776",1,12,"2015--18","2015--05",86,432.478269482336,27.390744
"9391","PL005305365069","PL005305365069",1,12,"2015--19","2015--05",86,325.692094876385,25.149352
"9392","PL005254375201","PL005254375201",1,12,"2015--20","2015--05",86,388.412405226759,30.386616
"9393","PL005254375324","PL005254375324",1,12,"2015--20","2015--05",86,487.627258953246,40.015318
"9394","PL005254375409","PL005254375409",1,12,"2015--20","2015--05",86,296.802823578039,29.593288
"9395","PL005254377694","PL005254377694",1,12,"2015--20","2015--05",86,447.617517759324,32.478327
"9396","PL005305365403","PL005305365403",1,12,"2015--20","2015--05",86,420.16068872824,34.19108
"9397","PL005254374402","PL005254374402",1,12,"2015--21","2015--05",86,378.980692392023,34.452233
"9399","PL005254376550","PL005254376550",1,12,"2015--25","2015--06",86,321.87924329953,25.5312
"9400","PL005254375621","PL005254375621",1,12,"2015--26","2015--07",86,467.903700369263,41.209938
"9401","PL005254375812","PL005254375812",1,12,"2015--28","2015--07",86,447.161257450031,45.212622
"9402","PL005254375959","PL005254375959",1,12,"2015--28","2015--07",86,315.595712209156,31.24078
"9403","PL005254376468","PL005254376468",1,12,"2015--28","2015--07",86,342.299866280383,30.37118
"9404","PL005254376680","PL005254376680",1,12,"2015--28","2015--07",86,230.480421644579,31.732065
"9406","PL005254375744","PL005254375744",1,12,"2015--29","2015--07",86,60.0683288318513,17.4978
"9407","PL005254376628","PL005254376628",1,12,"2015--29","2015--07",86,297.478913804717,36.635319
"9409","PL005254375485","PL005254375485",1,12,"2015--30","2015--07",86,252.513095079113,24.611024
"9410","PL005254375669","PL005254375669",1,12,"2015--30","2015--07",86,365.098012257456,32.045148
"9411","PL005254375881","PL005254375881",1,12,"2015--30","2015--07",86,422.502839990006,31.99521
"9412","PL005237873403","PL005237873403",1,12,"2015--34","2015--08",86,376.270923871061,25.888302
"9413","PL005254374259","PL005254374259",1,12,"2015--35","2015--09",86,405.506262183963,33.749226
"9414","PL005254374662","PL005254374662",1,12,"2015--35","2015--09",86,365.099191920424,33.679866
"9415","PL005254374808","PL005254374808",1,12,"2015--35","2015--09",86,311.956517386184,35.595142
"9416","PL005254376031","PL005254376031",1,12,"2015--35","2015--09",86,388.386199687678,40.652829
"9417","PL005254374433","PL005254374433",1,12,"2015--36","2015--09",86,513.821062150555,43.32041
"9418","PL005254374600","PL005254374600",1,12,"2015--36","2015--09",86,387.875235916005,37.171737
"9419","PL005254375645","PL005254375645",1,12,"2015--36","2015--09",86,462.048644016412,37.437522
"9420","PL005254374594","PL005254374594",1,12,"2015--37","2015--09",86,375.94760571869,30.901332
"9421","PL005254374822","PL005254374822",1,12,"2015--37","2015--09",86,457.855571106329,35.826491
"9422","PL005254376000","PL005254376000",1,12,"2015--37","2015--09",86,376.179506920249,38.191008
"9423","PL005254376055","PL005254376055",1,12,"2015--37","2015--09",86,376.79266704943,29.337524
"9424","PL005254376116","PL005254376116",1,12,"2015--37","2015--09",86,416.63346074042,36.057951
"9425","PL005254374815","PL005254374815",1,12,"2015--38","2015--09",86,443.035616214801,27.486753
"9426","PL005254375034","PL005254375034",1,12,"2015--38","2015--09",86,362.720973383237,28.548264
"9442","PL005254375065","PL005254375065",1,12,"2015--51","2015--12",86,477.54323607177,39.327687
"9443","PL005420728732","PL005420728732",1,12,"2016--02","2016--01",86,471.003270951226,34.858026
"9444","PL005237872864","PL005237872864",1,12,"2016--03","2016--01",86,543.492293530873,41.406996
"9445","PL005420728749","PL005420728749",1,12,"2016--03","2016--01",86,463.087650072003,32.29472
"9447","PL005254375997","PL005254375997",1,12,"2016--04","2016--01",86,449.853431928839,35.949215
"9448","PL005420728114","PL005420728114",1,12,"2016--05","2016--02",86,304.226465013392,29.871608
"9449","PL005227673037","PL005227673037",1,12,"2016--23","2016--06",86,327.313543975412,25.715748
"9450","PL005227673044","PL005227673044",1,12,"2016--23","2016--06",86,286.684096173599,27.766512
"9453","PL005227672382","PL005227672382",1,12,"2016--26","2016--06",86,361.14863996389,28.377128
"9459","PL005227673426","PL005227673426",1,12,"2016--33","2016--08",86,337.233363185834,29.883687
"9460","PL005227674430","PL005227674430",1,12,"2016--33","2016--08",86,216.956550500987,15.93999
"9463","PL005227673396","PL005227673396",1,12,"2016--35","2016--08",86,350.300164588802,26.883654
"9464","PL005227673648","PL005227673648",1,12,"2016--35","2016--09",86,437.602898355307,27.155653
"9465","PL005420729432","PL005420729432",1,12,"2016--36","2016--09",86,425.475826237135,32.20554
"9467","PL005254380076","PL005254380076",1,12,"2014--48","2014--12",87,325.313919325877,34.052904
"9468","PL005254376901","PL005254376901",1,12,"2014--49","2014--12",87,298.640484038021,23.416146
"9469","PL005254378530","PL005254378530",1,12,"2014--49","2014--12",87,356.374907404289,32.412222
"9470","PL005254379971","PL005254379971",1,12,"2014--49","2014--12",87,583.932430671859,36.347505
"9471","PL005254380021","PL005254380021",1,12,"2014--49","2014--12",87,342.095799797368,29.41554
"9474","PL005254378271","PL005254378271",1,12,"2014--50","2014--12",87,391.974366867471,32.45482
"9475","PL005254378394","PL005254378394",1,12,"2014--50","2014--12",87,472.987546689889,25.813187
"9476","PL005254378639","PL005254378639",1,12,"2014--50","2014--12",87,284.179198238335,30.273593
