"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"18324","PL005420729128","PL005420729128",1,22,"2016--32","2016--08",157,358.26887930663,26.000208
"18326","PL005227673037","PL005227673037",1,22,"2016--34","2016--08",157,334.395212257124,27.598959
"18327","PL005227673044","PL005227673044",1,22,"2016--34","2016--08",157,325.010430298613,26.407056
"18330","PL005227672405","PL005227672405",1,22,"2016--35","2016--08",157,374.889838884101,38.73996
"18331","PL005227673228","PL005227673228",1,22,"2016--35","2016--09",157,231.800895095285,21.893418
"18332","PL005227672382","PL005227672382",1,22,"2016--36","2016--09",157,354.77931523753,23.30952
"18340","PL005254380076","PL005254380076",1,22,"2015--06","2015--02",158,289.885336018211,37.022755
"18341","PL005254380182","PL005254380182",1,22,"2015--06","2015--02",158,480.050503062079,40.225185
"18342","PL005306321859","PL005306321859",1,22,"2015--08","2015--02",158,362.903311814741,34.873776
"18344","PL005254378639","PL005254378639",1,22,"2015--08","2015--03",158,281.09806459393,27.622028
"18345","PL005254378394","PL005254378394",1,22,"2015--09","2015--03",158,323.961378755943,22.19085
"18346","PL005254378516","PL005254378516",1,22,"2015--09","2015--03",158,395.329167635443,30.026376
"18347","PL005254379896","PL005254379896",1,22,"2015--09","2015--03",158,404.643460091304,34.70711
"18348","PL005306320203","PL005306320203",1,22,"2015--09","2015--03",158,507.733050488471,37.466832
"18349","PL005254377335","PL005254377335",1,22,"2015--10","2015--03",158,425.17598274082,36.56058
"18350","PL005305363737","PL005305363737",1,22,"2015--10","2015--03",158,401.99962810027,37.883232
"18351","PL005305364833","PL005305364833",1,22,"2015--10","2015--03",158,448.893715586081,33.41264
"18352","PL005254376826","PL005254376826",1,22,"2015--11","2015--03",158,488.72974700689,39.3184
"18353","PL005254377175","PL005254377175",1,22,"2015--11","2015--03",158,444.398603104718,35.455872
"18354","PL005254377250","PL005254377250",1,22,"2015--12","2015--03",158,528.207713072079,29.898582
"18355","PL005236317410","PL005236317410",1,22,"2015--13","2015--04",158,527.999920894423,37.4524
"18356","PL005254377687","PL005254377687",1,22,"2015--15","2015--04",158,283.233662092933,34.042806
"18357","PL005305365090","PL005305365090",1,22,"2015--15","2015--04",158,360.839998605388,39.7818
"18359","PL005254377229","PL005254377229",1,22,"2015--16","2015--04",158,286.056274247684,39.79203
"18360","PL005254380175","PL005254380175",1,22,"2015--16","2015--04",158,443.263900314153,33.44915
"18361","PL005305364963","PL005305364963",1,22,"2015--16","2015--04",158,478.145948517879,23.39175
"18362","PL005254377878","PL005254377878",1,22,"2015--17","2015--04",158,555.819381718117,31.97295
"18363","PL005305363584","PL005305363584",1,22,"2015--17","2015--04",158,561.00855251134,43.427197
"18364","PL005305364789","PL005305364789",1,22,"2015--17","2015--04",158,481.767355732329,31.866398
"18365","PL005254376963","PL005254376963",1,22,"2015--17","2015--05",158,281.146530458563,32.199792
"18366","PL005254377274","PL005254377274",1,22,"2015--17","2015--05",158,652.349531047305,37.26049
"18367","PL005254378073","PL005254378073",1,22,"2015--17","2015--05",158,504.081702371141,30.987093
"18368","PL005254377625","PL005254377625",1,22,"2015--18","2015--05",158,439.994056963662,32.716959
"18369","PL005254378455","PL005254378455",1,22,"2015--18","2015--05",158,460.713478177285,37.20426
"18370","PL005254376277","PL005254376277",1,22,"2015--19","2015--05",158,353.707354891182,31.759728
"18371","PL005254377816","PL005254377816",1,22,"2015--19","2015--05",158,468.910493083771,37.933245
"18372","PL005305363850","PL005305363850",1,22,"2015--19","2015--05",158,590.494357929395,38.211124
"18373","PL005254377717","PL005254377717",1,22,"2015--20","2015--05",158,519.78377958227,39.179316
"18377","PL005305365397","PL005305365397",1,22,"2015--27","2015--07",158,312.279102491853,29.274948
"18378","PL005254377960","PL005254377960",1,22,"2015--28","2015--07",158,380.279616517289,37.907743
"18379","PL005305365380","PL005305365380",1,22,"2015--28","2015--07",158,356.099391988082,33.31317
"18380","PL005305365311","PL005305365311",1,22,"2015--29","2015--07",158,233.734998278407,30.482215
"18381","PL005254374471","PL005254374471",1,22,"2015--30","2015--08",158,444.128760715191,33.196359
"18382","PL005254374495","PL005254374495",1,22,"2015--30","2015--08",158,481.830567582069,35.497928
"18383","PL005254375331","PL005254375331",1,22,"2015--31","2015--08",158,455.275443553533,36.590025
"18384","PL005254376536","PL005254376536",1,22,"2015--31","2015--08",158,371.841570932451,29.505049
"18385","PL005254378813","PL005254378813",1,22,"2015--31","2015--08",158,445.022365382363,34.00323
"18387","PL005254376550","PL005254376550",1,22,"2015--35","2015--09",158,336.279422011536,29.331366
"18388","PL005254374419","PL005254374419",1,22,"2015--36","2015--09",158,143.129051851899,26.652608
"18389","PL005254375621","PL005254375621",1,22,"2015--36","2015--09",158,443.712387131977,41.759514
"18391","PL005254375355","PL005254375355",1,22,"2015--37","2015--09",158,354.453173866245,29.893656
"18392","PL005254375812","PL005254375812",1,22,"2015--38","2015--09",158,476.890716131248,40.46922
"18393","PL005254375959","PL005254375959",1,22,"2015--39","2015--09",158,303.596250942022,27.183885
"18394","PL005254376680","PL005254376680",1,22,"2015--39","2015--09",158,264.76789213173,30.976464
"18396","PL005254374303","PL005254374303",1,22,"2015--39","2015--10",158,168.567872673276,23.147016
"18397","PL005254376628","PL005254376628",1,22,"2015--39","2015--10",158,290.980882237959,29.5867
"18398","PL005254375485","PL005254375485",1,22,"2015--40","2015--10",158,308.160712491412,26.902975
"18399","PL005254375669","PL005254375669",1,22,"2015--40","2015--10",158,382.53876677077,33.12309
"18400","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",158,321.355818500673,27.7136
"18401","PL005237873403","PL005237873403",1,22,"2015--44","2015--11",158,402.222215693189,24.792285
"18402","PL005254374433","PL005254374433",1,22,"2015--46","2015--11",158,403.996109097992,38.310132
"18403","PL005254374778","PL005254374778",1,22,"2015--46","2015--11",158,492.421149717317,32.802513
"18404","PL005254375027","PL005254375027",1,22,"2015--46","2015--11",158,309.084287240032,34.6514
"18405","PL005254375645","PL005254375645",1,22,"2015--46","2015--11",158,584.78782901535,33.780396
"18406","PL005254376031","PL005254376031",1,22,"2015--46","2015--11",158,354.432428269924,42.60501
"18407","PL005254374594","PL005254374594",1,22,"2015--47","2015--11",158,316.520406925268,28.310424
"18408","PL005254374822","PL005254374822",1,22,"2015--47","2015--11",158,453.728970956268,36.462429
"18409","PL005254376000","PL005254376000",1,22,"2015--47","2015--11",158,409.750897513987,35.117885
"18420","PL005415476808","PL005415476808",1,22,"2016--24","2016--06",158,425.2587610004,31.742888
"18421","PL005420729197","PL005420729197",1,22,"2016--24","2016--06",158,437.036621302996,30.649248
"18422","PL005420729456","PL005420729456",1,22,"2016--24","2016--06",158,532.828286308776,39.542492
"18423","PL005420729494","PL005420729494",1,22,"2016--24","2016--06",158,206.684890819808,24.844764
"18427","PL005227672658","PL005227672658",1,22,"2016--27","2016--07",158,427.101096748603,35.58123
"18428","PL005420729043","PL005420729043",1,22,"2016--27","2016--07",158,423.296880198169,29.106255
"18432","PL005227672450","PL005227672450",1,22,"2016--28","2016--07",158,387.899242892722,31.788978
"18433","PL005227672573","PL005227672573",1,22,"2016--28","2016--07",158,281.678809605929,28.304064
"18436","PL005227672535","PL005227672535",1,22,"2016--29","2016--07",158,360.628170680686,33.414931
"18437","PL005227672610","PL005227672610",1,22,"2016--29","2016--07",158,282.209581613341,31.301856
"18438","PL005227672719","PL005227672719",1,22,"2016--29","2016--07",158,411.246866638095,39.328996
"18439","PL005420728671","PL005420728671",1,22,"2016--29","2016--07",158,419.189978821514,29.587626
"18443","PL005227672795","PL005227672795",1,22,"2016--32","2016--08",158,266.099810788253,28.275528
"18444","PL005227672955","PL005227672955",1,22,"2016--32","2016--08",158,436.928920443365,35.94838
"18445","PL005420729128","PL005420729128",1,22,"2016--32","2016--08",158,314.240745864513,26.614032
"18446","PL005227672443","PL005227672443",1,22,"2016--33","2016--08",158,357.311635878007,27.927178
"18449","PL005227672405","PL005227672405",1,22,"2016--35","2016--08",158,367.467914143065,39.701996
"18451","PL005227672382","PL005227672382",1,22,"2016--36","2016--09",158,332.134869384173,25.38525
"18452","PL005227673228","PL005227673228",1,22,"2016--36","2016--09",158,319.406058184742,20.021758
"18453","PL005227673297","PL005227673297",1,22,"2016--37","2016--09",158,274.450780327435,23.579424
"18459","PL005254380182","PL005254380182",1,22,"2015--06","2015--02",159,586.531757393585,41.160392
"18460","PL005254380076","PL005254380076",1,22,"2015--07","2015--02",159,371.556327418872,35.06349
"18461","PL005254378271","PL005254378271",1,22,"2015--08","2015--02",159,313.351365604465,29.540806
"18462","PL005305363751","PL005305363751",1,22,"2015--08","2015--02",159,437.596542463302,30.51594
"18463","PL005305364765","PL005305364765",1,22,"2015--08","2015--02",159,424.291543478752,34.877252
"18464","PL005305364802","PL005305364802",1,22,"2015--08","2015--02",159,434.755082665753,36.85408
"18465","PL005306320586","PL005306320586",1,22,"2015--08","2015--02",159,485.598635645434,39.337376
"18469","PL005305363799","PL005305363799",1,22,"2015--08","2015--03",159,511.338989829912,33.25041
"18470","PL005254378356","PL005254378356",1,22,"2015--09","2015--03",159,468.522017679697,37.983696
"18471","PL005254378516","PL005254378516",1,22,"2015--09","2015--03",159,375.938782047111,29.305208
"18474","PL005254377267","PL005254377267",1,22,"2015--10","2015--03",159,428.146056556236,34.354125
"18475","PL005254377335","PL005254377335",1,22,"2015--10","2015--03",159,353.120969610138,38.15964
"18476","PL005305363539","PL005305363539",1,22,"2015--10","2015--03",159,392.630819080203,41.935617
"18477","PL005305363737","PL005305363737",1,22,"2015--10","2015--03",159,455.971566508484,38.6925
"18478","PL005305363805","PL005305363805",1,22,"2015--10","2015--03",159,530.637512669341,45.244892
"18479","PL005305363898","PL005305363898",1,22,"2015--10","2015--03",159,563.002058615159,36.073512
"18480","PL005305364833","PL005305364833",1,22,"2015--10","2015--03",159,441.309912375448,34.765566
"18481","PL005254376826","PL005254376826",1,22,"2015--11","2015--03",159,443.66311147133,40.021462
"18482","PL005254377175","PL005254377175",1,22,"2015--11","2015--03",159,465.475915945115,37.388134
"18483","PL005254377250","PL005254377250",1,22,"2015--12","2015--03",159,471.098778361429,31.560232
"18484","PL005254377540","PL005254377540",1,22,"2015--12","2015--03",159,349.243901856009,30.019132
"18487","PL005254377687","PL005254377687",1,22,"2015--15","2015--04",159,387.552338038633,34.836736
"18488","PL005305365090","PL005305365090",1,22,"2015--15","2015--04",159,486.621915989128,41.80917
"18489","PL005254377229","PL005254377229",1,22,"2015--16","2015--04",159,456.092594763768,37.982622
"18490","PL005254380175","PL005254380175",1,22,"2015--16","2015--04",159,444.800790816884,32.449858
"18491","PL005305364109","PL005305364109",1,22,"2015--16","2015--04",159,306.154717791059,28.48461
"18492","PL005254377878","PL005254377878",1,22,"2015--17","2015--04",159,506.542067311095,32.936112
"18493","PL005305364789","PL005305364789",1,22,"2015--17","2015--04",159,453.487599229874,33.004686
"18494","PL005305364963","PL005305364963",1,22,"2015--17","2015--04",159,374.439190754461,24.862752
"18495","PL005254377274","PL005254377274",1,22,"2015--17","2015--05",159,631.367408323837,39.547053
"18496","PL005305363584","PL005305363584",1,22,"2015--17","2015--05",159,378.261369906975,40.828736
"18497","PL005254377243","PL005254377243",1,22,"2015--18","2015--05",159,401.850456060048,28.83836
"18498","PL005254378455","PL005254378455",1,22,"2015--18","2015--05",159,424.744252723253,36.597429
"18499","PL005254376277","PL005254376277",1,22,"2015--19","2015--05",159,526.635590423682,32.05059
"18500","PL005254377625","PL005254377625",1,22,"2015--19","2015--05",159,593.019138898597,31.94008
"18501","PL005254377816","PL005254377816",1,22,"2015--19","2015--05",159,509.665476968052,39.546058
"18502","PL005254377717","PL005254377717",1,22,"2015--20","2015--05",159,448.007491038622,40.242506
"18506","PL005237873359","PL005237873359",1,22,"2015--27","2015--07",159,315.850482364752,36.143277
"18507","PL005254377960","PL005254377960",1,22,"2015--28","2015--07",159,380.570781853167,37.451544
"18508","PL005305365380","PL005305365380",1,22,"2015--28","2015--07",159,389.167861523491,31.034278
"18509","PL005305365311","PL005305365311",1,22,"2015--29","2015--07",159,286.609136121706,23.673945
"18510","PL005305365403","PL005305365403",1,22,"2015--30","2015--07",159,313.573709010029,32.283153
"18511","PL005254374471","PL005254374471",1,22,"2015--30","2015--08",159,423.618253750947,34.02549
"18512","PL005254375324","PL005254375324",1,22,"2015--30","2015--08",159,401.268196094825,35.216795
"18513","PL005254377694","PL005254377694",1,22,"2015--30","2015--08",159,455.468735208892,30.01637
"18514","PL005254378813","PL005254378813",1,22,"2015--31","2015--08",159,463.711776030051,34.579338
"18516","PL005254376550","PL005254376550",1,22,"2015--35","2015--09",159,341.207542768352,31.941876
"18517","PL005254374419","PL005254374419",1,22,"2015--36","2015--09",159,142.073233463154,25.40262
"18518","PL005254375553","PL005254375553",1,22,"2015--36","2015--09",159,427.892341253337,34.720619
"18519","PL005254375621","PL005254375621",1,22,"2015--36","2015--09",159,462.032615222739,45.136
"18521","PL005254375355","PL005254375355",1,22,"2015--37","2015--09",159,296.994369426958,30.102003
"18523","PL005254375911","PL005254375911",1,22,"2015--38","2015--09",159,340.549051586514,37.119524
"18524","PL005254377427","PL005254377427",1,22,"2015--38","2015--09",159,400.816151124026,36.138231
"18525","PL005254375959","PL005254375959",1,22,"2015--39","2015--09",159,509.56793818306,33.448316
"18527","PL005254376628","PL005254376628",1,22,"2015--39","2015--10",159,214.46103343686,31.948507
"18528","PL005254377991","PL005254377991",1,22,"2015--39","2015--10",159,224.348850325224,24.644256
"18530","PL005237873571","PL005237873571",1,22,"2015--40","2015--10",159,432.432971732794,33.71094
"18531","PL005254375461","PL005254375461",1,22,"2015--40","2015--10",159,355.783628477503,34.527036
"18532","PL005254375485","PL005254375485",1,22,"2015--40","2015--10",159,249.081540797108,27.272866
"18533","PL005254375669","PL005254375669",1,22,"2015--40","2015--10",159,365.497252643597,31.816554
"18534","PL005254375881","PL005254375881",1,22,"2015--40","2015--10",159,272.906805614148,30.027249
"18535","PL005254375980","PL005254375980",1,22,"2015--40","2015--10",159,343.093144265699,24.165585
"18536","PL005254376017","PL005254376017",1,22,"2015--40","2015--10",159,467.210657410299,34.694478
"18537","PL005254374662","PL005254374662",1,22,"2015--45","2015--11",159,336.373863174654,32.451672
"18538","PL005237873137","PL005237873137",1,22,"2015--46","2015--11",159,486.295125486826,34.381854
"18539","PL005254374624","PL005254374624",1,22,"2015--46","2015--11",159,263.694575321511,28.152288
"18540","PL005254374778","PL005254374778",1,22,"2015--46","2015--11",159,357.882656622064,32.239503
"18541","PL005254374808","PL005254374808",1,22,"2015--46","2015--11",159,360.547711502169,31.97532
"18542","PL005254375027","PL005254375027",1,22,"2015--46","2015--11",159,345.492561240807,33.60371
"18543","PL005254375645","PL005254375645",1,22,"2015--46","2015--11",159,419.238378909891,31.378428
"18544","PL005254376031","PL005254376031",1,22,"2015--46","2015--11",159,368.076339021018,42.493444
"18545","PL005305364376","PL005305364376",1,22,"2015--46","2015--11",159,361.033686664107,31.87536
"18546","PL005237873120","PL005237873120",1,22,"2015--47","2015--11",159,384.765469819469,26.556916
"18547","PL005254376000","PL005254376000",1,22,"2015--47","2015--11",159,334.328736885526,34.522776
"18548","PL005254376055","PL005254376055",1,22,"2015--47","2015--11",159,428.830404954447,26.93808
"18549","PL005254376116","PL005254376116",1,22,"2015--47","2015--11",159,379.166319348857,30.494
"18564","PL005415476808","PL005415476808",1,22,"2016--24","2016--06",159,399.508743976133,33.181017
"18565","PL005420729456","PL005420729456",1,22,"2016--24","2016--06",159,460.266714759387,38.3387
"18566","PL005420729494","PL005420729494",1,22,"2016--24","2016--06",159,143.084145986408,26.685
"18568","PL005420729197","PL005420729197",1,22,"2016--25","2016--06",159,446.530648004507,31.12039
"18570","PL005420729265","PL005420729265",1,22,"2016--26","2016--07",159,459.192396280403,37.023615
"18571","PL005415476532","PL005415476532",1,22,"2016--27","2016--07",159,422.971838306429,34.52292
"18572","PL005420729043","PL005420729043",1,22,"2016--27","2016--07",159,354.697452760226,28.445403
"18576","PL005227672450","PL005227672450",1,22,"2016--28","2016--07",159,486.187588671185,30.198866
"18577","PL005420729449","PL005420729449",1,22,"2016--28","2016--07",159,382.681770045578,25.47129
"18580","PL005227672535","PL005227672535",1,22,"2016--29","2016--07",159,357.442898294301,29.163729
"18581","PL005227672573","PL005227672573",1,22,"2016--29","2016--07",159,287.702175226264,28.48896
"18585","PL005227672641","PL005227672641",1,22,"2016--32","2016--08",159,237.277922252372,22.595958
"18586","PL005227672795","PL005227672795",1,22,"2016--32","2016--08",159,262.345977464948,24.713046
"18587","PL005227672528","PL005227672528",1,22,"2016--34","2016--08",159,372.844194776734,27.940805
"18590","PL005227672405","PL005227672405",1,22,"2016--35","2016--08",159,349.939645258049,41.648497
"18593","PL005227672382","PL005227672382",1,22,"2016--36","2016--09",159,326.133072655987,25.743564
"18594","PL005227673297","PL005227673297",1,22,"2016--37","2016--09",159,289.979818456995,23.941168
"18601","PL005254380182","PL005254380182",1,22,"2015--06","2015--02",160,441.802431454511,41.808344
"18602","PL005254380076","PL005254380076",1,22,"2015--07","2015--02",160,288.411979731626,33.459915
"18603","PL005254378271","PL005254378271",1,22,"2015--08","2015--02",160,369.394388101993,30.332722
"18604","PL005306320586","PL005306320586",1,22,"2015--08","2015--02",160,382.758533482546,39.660826
"18605","PL005305364802","PL005305364802",1,22,"2015--08","2015--03",160,431.079571341674,35.079396
"18606","PL005254377069","PL005254377069",1,22,"2015--09","2015--03",160,362.977810967321,37.241974
"18607","PL005254378639","PL005254378639",1,22,"2015--09","2015--03",160,331.623107557344,28.36989
"18608","PL005305363591","PL005305363591",1,22,"2015--09","2015--03",160,386.663727097925,33.286708
"18609","PL005305364444","PL005305364444",1,22,"2015--09","2015--03",160,459.537684790562,32.401509
"18613","PL005254378356","PL005254378356",1,22,"2015--10","2015--03",160,414.218977471339,37.604888
"18614","PL005305363737","PL005305363737",1,22,"2015--10","2015--03",160,456.499582490366,36.463224
"18615","PL005305363805","PL005305363805",1,22,"2015--10","2015--03",160,464.668024205921,42.256744
"18616","PL005305363898","PL005305363898",1,22,"2015--10","2015--03",160,498.47010628639,35.74332
"18617","PL005306321842","PL005306321842",1,22,"2015--10","2015--03",160,515.832326507083,36.356645
"18618","PL005254376826","PL005254376826",1,22,"2015--11","2015--03",160,366.329391475561,38.736558
"18619","PL005254377175","PL005254377175",1,22,"2015--11","2015--03",160,394.548566769232,36.0774
"18621","PL005254377540","PL005254377540",1,22,"2015--12","2015--03",160,435.967709595984,31.047825
"18622","PL005254377458","PL005254377458",1,22,"2015--13","2015--04",160,420.607570360302,30.752508
"18623","PL005236317410","PL005236317410",1,22,"2015--14","2015--04",160,406.886992247614,37.833499
"18625","PL005254376253","PL005254376253",1,22,"2015--15","2015--04",160,482.99013764635,44.141766
"18627","PL005254377229","PL005254377229",1,22,"2015--16","2015--04",160,520.296426528836,36.787125
"18628","PL005254377779","PL005254377779",1,22,"2015--16","2015--04",160,445.401139059393,32.297865
"18629","PL005305364109","PL005305364109",1,22,"2015--16","2015--04",160,381.184452416879,27.56106
"18630","PL005254376987","PL005254376987",1,22,"2015--17","2015--04",160,434.54374664108,29.08111
"18631","PL005305364789","PL005305364789",1,22,"2015--17","2015--05",160,476.149994846487,33.013708
"18632","PL005254377243","PL005254377243",1,22,"2015--18","2015--05",160,379.124660884445,32.511002
"18633","PL005254378073","PL005254378073",1,22,"2015--18","2015--05",160,439.666463630516,31.014576
"18634","PL005254376277","PL005254376277",1,22,"2015--19","2015--05",160,468.558327019316,33.318752
"18635","PL005254377113","PL005254377113",1,22,"2015--21","2015--05",160,448.986126893089,38.412529
"18637","PL005254374440","PL005254374440",1,22,"2015--27","2015--07",160,287.481300933558,26.88378
"18638","PL005254376338","PL005254376338",1,22,"2015--27","2015--07",160,440.283551160668,32.463624
"18639","PL005254378776","PL005254378776",1,22,"2015--28","2015--07",160,399.88190626838,27.35766
"18640","PL005305365069","PL005305365069",1,22,"2015--30","2015--07",160,309.263204877317,26.595344
"18641","PL005254375201","PL005254375201",1,22,"2015--30","2015--08",160,305.127011416341,32.133624
"18642","PL005254377694","PL005254377694",1,22,"2015--30","2015--08",160,372.319584901585,30.81408
"18643","PL005254374402","PL005254374402",1,22,"2015--31","2015--08",160,509.592993806338,35.624673
"18644","PL005254375324","PL005254375324",1,22,"2015--31","2015--08",160,453.273533649071,35.09025
"18645","PL005254375409","PL005254375409",1,22,"2015--31","2015--08",160,421.370392357768,29.44227
"18646","PL005254375553","PL005254375553",1,22,"2015--36","2015--09",160,411.292306807635,34.205178
"18647","PL005254374464","PL005254374464",1,22,"2015--37","2015--09",160,367.459538911578,37.381632
"18649","PL005254375911","PL005254375911",1,22,"2015--38","2015--09",160,445.394116997116,35.581167
"18651","PL005254376468","PL005254376468",1,22,"2015--39","2015--09",160,262.992714528395,30.2412
"18654","PL005254375959","PL005254375959",1,22,"2015--39","2015--10",160,389.383105116856,32.348385
"18655","PL005254377991","PL005254377991",1,22,"2015--39","2015--10",160,100.410106857203,24.363975
"18656","PL005237873571","PL005237873571",1,22,"2015--40","2015--10",160,380.406856305579,35.440722
"18657","PL005254375461","PL005254375461",1,22,"2015--40","2015--10",160,400.26335435902,34.93149
"18658","PL005254375775","PL005254375775",1,22,"2015--40","2015--10",160,382.562787444218,32.262325
"18659","PL005254375980","PL005254375980",1,22,"2015--40","2015--10",160,330.361712354188,23.624604
"18660","PL005254376017","PL005254376017",1,22,"2015--40","2015--10",160,444.245217912298,33.607266
"18661","PL005254374730","PL005254374730",1,22,"2015--45","2015--11",160,300.258659577344,36.920255
"18662","PL005254375867","PL005254375867",1,22,"2015--45","2015--11",160,503.112290017642,30.346581
"18663","PL005237873137","PL005237873137",1,22,"2015--46","2015--11",160,442.6424868831,33.465313
"18664","PL005254374259","PL005254374259",1,22,"2015--46","2015--11",160,366.462939526865,26.720537
"18665","PL005254374433","PL005254374433",1,22,"2015--46","2015--11",160,355.123218364571,41.483744
"18666","PL005254374600","PL005254374600",1,22,"2015--46","2015--11",160,374.031408254121,34.983252
"18667","PL005254374624","PL005254374624",1,22,"2015--46","2015--11",160,373.428122722224,27.553092
"18668","PL005305364376","PL005305364376",1,22,"2015--46","2015--11",160,444.650948041579,31.480498
"18669","PL005237873120","PL005237873120",1,22,"2015--47","2015--11",160,331.865626201871,28.73864
"18670","PL005254377946","PL005254377946",1,22,"2015--47","2015--11",160,327.960911321052,21.171724
"18683","PL005420729456","PL005420729456",1,22,"2016--24","2016--06",160,535.302400398565,41.206556
"18684","PL005420729494","PL005420729494",1,22,"2016--24","2016--06",160,327.192317598318,26.373008
"18686","PL005415476808","PL005415476808",1,22,"2016--25","2016--06",160,382.495359614931,33.201945
"18687","PL005420729197","PL005420729197",1,22,"2016--25","2016--06",160,421.596469039727,30.79142
"18690","PL005415476532","PL005415476532",1,22,"2016--27","2016--07",160,458.717166486992,35.599656
"18695","PL005420729449","PL005420729449",1,22,"2016--29","2016--07",160,378.73160063938,26.875261
"18699","PL005420729340","PL005420729340",1,22,"2016--30","2016--07",160,373.186799651633,29.567182
"18701","PL005227672986","PL005227672986",1,22,"2016--32","2016--08",160,366.562722490212,29.802453
"18702","PL005227672863","PL005227672863",1,22,"2016--33","2016--08",160,351.112147989712,30.86557
"18703","PL005227672528","PL005227672528",1,22,"2016--34","2016--08",160,276.4979914372,27.442863
"18704","PL005227673044","PL005227673044",1,22,"2016--34","2016--08",160,327.532444804646,26.073472
"18706","PL005227672405","PL005227672405",1,22,"2016--35","2016--09",160,333.798323120955,40.654238
"18708","PL005227673228","PL005227673228",1,22,"2016--36","2016--09",160,316.823650214171,26.186913
"18712","PL005254380182","PL005254380182",1,23,"2015--06","2015--02",161,483.093032025399,40.3524
"18715","PL005254378530","PL005254378530",1,23,"2015--08","2015--02",161,418.253622845467,34.817364
"18716","PL005254380021","PL005254380021",1,23,"2015--08","2015--02",161,417.710120878698,29.718214
"18717","PL005305363751","PL005305363751",1,23,"2015--08","2015--02",161,416.516640195373,30.8111
"18718","PL005306321804","PL005306321804",1,23,"2015--08","2015--02",161,483.826184409638,28.13628
"18720","PL005254378271","PL005254378271",1,23,"2015--08","2015--03",161,399.669151039993,30.95928
"18721","PL005254377069","PL005254377069",1,23,"2015--09","2015--03",161,331.522223725227,38.3145
"18722","PL005254378394","PL005254378394",1,23,"2015--09","2015--03",161,349.882549529756,22.56288
"18723","PL005254378516","PL005254378516",1,23,"2015--09","2015--03",161,350.08469837561,31.036356
"18724","PL005254378639","PL005254378639",1,23,"2015--09","2015--03",161,294.830104774027,28.819318
"18725","PL005305364444","PL005305364444",1,23,"2015--09","2015--03",161,419.965908017013,31.612568
"18726","PL005306320203","PL005306320203",1,23,"2015--09","2015--03",161,380.841695990607,37.04445
"18727","PL005306321859","PL005306321859",1,23,"2015--09","2015--03",161,454.889685962387,35.233029
"18731","PL005254377267","PL005254377267",1,23,"2015--10","2015--03",161,501.169508335211,31.667007
"18732","PL005305363737","PL005305363737",1,23,"2015--10","2015--03",161,449.963308202209,36.463224
"18733","PL005305363805","PL005305363805",1,23,"2015--10","2015--03",161,452.048330467658,43.803113
"18734","PL005305363898","PL005305363898",1,23,"2015--10","2015--03",161,431.849091677269,34.551876
"18735","PL005306321842","PL005306321842",1,23,"2015--10","2015--03",161,411.555421134308,35.76495
"18736","PL005254376826","PL005254376826",1,23,"2015--11","2015--03",161,415.684029432888,37.567248
"18737","PL005254377175","PL005254377175",1,23,"2015--11","2015--03",161,436.953122583479,34.14856
"18738","PL005254377335","PL005254377335",1,23,"2015--11","2015--03",161,387.015403652371,39.333995
"18740","PL005236317410","PL005236317410",1,23,"2015--14","2015--04",161,348.241826772535,36.313798
"18741","PL005254376970","PL005254376970",1,23,"2015--15","2015--04",161,530.846299855307,32.396972
"18742","PL005305364819","PL005305364819",1,23,"2015--15","2015--04",161,448.326645381971,33.435192
"18744","PL005254377229","PL005254377229",1,23,"2015--16","2015--04",161,364.596949624787,38.875953
"18745","PL005254377779","PL005254377779",1,23,"2015--16","2015--04",161,321.598075136512,33.352852
"18746","PL005254376987","PL005254376987",1,23,"2015--17","2015--04",161,390.917975616775,28.415205
"18747","PL005305363584","PL005305363584",1,23,"2015--17","2015--05",161,568.968461178635,40.465257
"18748","PL005254376963","PL005254376963",1,23,"2015--18","2015--05",161,339.780771936425,32.457348
"18749","PL005254378073","PL005254378073",1,23,"2015--18","2015--05",161,486.67793384715,29.060006
"18750","PL005305363850","PL005305363850",1,23,"2015--20","2015--05",161,472.06799981794,36.69081
"18751","PL005254377113","PL005254377113",1,23,"2015--21","2015--05",161,552.396499799016,37.213293
"18752","PL005254377717","PL005254377717",1,23,"2015--21","2015--05",161,404.648077798141,39.122717
"18755","PL005254374440","PL005254374440",1,23,"2015--27","2015--07",161,283.918251091084,27.579552
"18756","PL005254376338","PL005254376338",1,23,"2015--27","2015--07",161,422.167868522386,33.207291
"18757","PL005254378776","PL005254378776",1,23,"2015--29","2015--07",161,287.954267990555,24.322753
"18758","PL005305365069","PL005305365069",1,23,"2015--30","2015--07",161,394.038928404701,24.67738
"18759","PL005254374402","PL005254374402",1,23,"2015--31","2015--08",161,520.311656687198,36.26714
"18760","PL005254374495","PL005254374495",1,23,"2015--31","2015--08",161,367.77920504453,32.227206
"18761","PL005254375201","PL005254375201",1,23,"2015--31","2015--08",161,366.38264600519,31.36028
"18762","PL005254376536","PL005254376536",1,23,"2015--31","2015--08",161,348.399754309709,27.770612
"18765","PL005254374464","PL005254374464",1,23,"2015--37","2015--09",161,328.351671649144,37.10025
"18766","PL005254375355","PL005254375355",1,23,"2015--37","2015--09",161,305.042629177912,28.105146
